post_id,content,comment_ids,label_from_content
257,"Đồng Dao Xinh Gái - màn trình diễn với concept dân gian đương đại của đội Đôi Cánh với các thành viên là Quỳnh Anh Shyn, Vũ Thảo My, Miu Lê, Orange, Mỹ Mỹ.  Phần hook ""Em Xinh, Em Slay, Em cháy nhất hệ đêm nay"" được kết hợp với các đồng dao truyền thống như ""Rồng rắn lên mây"", ""Tập tầm vông”... giúp ca khúc vẫn giữ hơi hướng đồng dao Việt Nam nhưng mang nhịp điệu mạnh mẽ hơn.","post_257_cmt_1,post_257_cmt_2,post_257_cmt_3,post_257_cmt_4,post_257_cmt_5,post_257_cmt_6,post_257_cmt_7,post_257_cmt_8,post_257_cmt_9,post_257_cmt_10,post_257_cmt_11,post_257_cmt_12,post_257_cmt_13,post_257_cmt_14,post_257_cmt_15,post_257_cmt_16,post_257_cmt_17,post_257_cmt_18,post_257_cmt_19,post_257_cmt_20,post_257_cmt_21,post_257_cmt_22,post_257_cmt_23,post_257_cmt_24,post_257_cmt_25,post_257_cmt_26,post_257_cmt_27,post_257_cmt_28,post_257_cmt_29,post_257_cmt_30,post_257_cmt_31,post_257_cmt_32,post_257_cmt_33,post_257_cmt_34,post_257_cmt_35,post_257_cmt_36,post_257_cmt_37,post_257_cmt_38,post_257_cmt_39,post_257_cmt_40,post_257_cmt_41,post_257_cmt_42,post_257_cmt_43,post_257_cmt_44,post_257_cmt_45,post_257_cmt_46,post_257_cmt_47,post_257_cmt_48,post_257_cmt_49,post_257_cmt_50",Âm nhạc
258,Phân đoạn giọng hát như rót mật vào tai của Lamoon trong ca khúc 'Cầm Kỳ Thi Hoạ' đang viral trên MXH.,"post_258_cmt_1,post_258_cmt_2,post_258_cmt_3,post_258_cmt_4,post_258_cmt_5,post_258_cmt_6,post_258_cmt_7,post_258_cmt_8,post_258_cmt_9,post_258_cmt_10,post_258_cmt_11,post_258_cmt_12,post_258_cmt_13,post_258_cmt_14,post_258_cmt_15,post_258_cmt_16,post_258_cmt_17,post_258_cmt_18,post_258_cmt_19,post_258_cmt_20,post_258_cmt_21,post_258_cmt_22,post_258_cmt_23,post_258_cmt_24,post_258_cmt_25,post_258_cmt_26,post_258_cmt_27,post_258_cmt_28,post_258_cmt_29,post_258_cmt_30,post_258_cmt_31,post_258_cmt_32,post_258_cmt_33,post_258_cmt_34,post_258_cmt_35,post_258_cmt_36,post_258_cmt_37,post_258_cmt_38,post_258_cmt_39,post_258_cmt_40,post_258_cmt_41,post_258_cmt_42,post_258_cmt_43,post_258_cmt_44,post_258_cmt_45,post_258_cmt_46,post_258_cmt_47,post_258_cmt_48,post_258_cmt_49,post_258_cmt_50",Âm nhạc
259,"Song Luân bắt gặp Jessica Thanh Tú chăm chú lướt Threads xem Em Xinh: ""Hồi xưa em có thấy anh lướt ATSH vậy đâu anh"" 🤣  Video: Song Luân","post_259_cmt_1,post_259_cmt_2,post_259_cmt_3,post_259_cmt_4,post_259_cmt_5,post_259_cmt_6,post_259_cmt_7,post_259_cmt_8",Chương trình giải trí
260,Jessica Thanh Tú - giám đốc âm nhạc khổ nhất thế giới 🤣,"post_260_cmt_1,post_260_cmt_2,post_260_cmt_3,post_260_cmt_4,post_260_cmt_5,post_260_cmt_6,post_260_cmt_7,post_260_cmt_8,post_260_cmt_9,post_260_cmt_10,post_260_cmt_11,post_260_cmt_12,post_260_cmt_13,post_260_cmt_14,post_260_cmt_15,post_260_cmt_16",Âm nhạc
261,"Bảo tàng ""Vinh quang Công an nhân dân Việt Nam"" không chỉ là một không gian triển lãm thông thường mà còn là nơi lưu giữ những kỷ vật thiêng liêng, thấm đẫm ý nghĩa của các thế hệ cán bộ, chiến sĩ Công an nhân dân. Mỗi hiện vật tại đây đều kể một câu chuyện xúc động về sự hy sinh, cống hiến thầm lặng vì bình yên của đất nước và hạnh phúc của nhân dân.  Tại bảo tàng, du khách có thể bắt gặp lá đơn tình nguyện xin vào chiến trường miền Nam được điểm chỉ bằng 🩸 của một chiến sĩ công an, cuốn hồi ký còn dang dở chưa kịp hoàn thành viết tặng con, những dòng nhật ký ""mãi mãi tuổi hai mươi"" đầy hoài bão, sổ tay công tác chưa kịp khép lại, tấm áo bạc màu sương gió từng theo chân người lính trên những cung đường truy quét tội phạm, và những tấm huy chương sáng chói vinh dự, tự hào...  Tất cả đều là những minh chứng hùng hồn cho tinh thần quả cảm, sự tận tụy của những người chiến sĩ đã không quản ngại hiểm nguy, cống hiến trọn đời mình cho sự nghiệp bảo vệ an ninh Tổ quốc. Thể hiện lời tri ân sâu sắc gửi tới những người anh hùng thầm lặng đã góp phần làm nên vinh quang của lực lượng Công an nhân dân Việt Nam.  Ảnh: Quỳnh Trang","post_261_cmt_1,post_261_cmt_2",Tin tức xã hội
262,Fan sau khi xem xong tập 2: ❌ Bụng bự do péo ✅ Do hay để bụng,"post_262_cmt_1,post_262_cmt_2,post_262_cmt_3,post_262_cmt_4",Social Slang
263,Fan run thì mình cũng run 😇  Video: dieuthu.y,"post_263_cmt_1,post_263_cmt_2,post_263_cmt_3,post_263_cmt_4,post_263_cmt_5,post_263_cmt_6,post_263_cmt_7,post_263_cmt_8,post_263_cmt_9,post_263_cmt_10,post_263_cmt_11,post_263_cmt_12,post_263_cmt_13,post_263_cmt_14,post_263_cmt_15,post_263_cmt_16,post_263_cmt_17,post_263_cmt_18,post_263_cmt_19,post_263_cmt_20,post_263_cmt_21,post_263_cmt_22,post_263_cmt_23,post_263_cmt_24,post_263_cmt_25,post_263_cmt_26,post_263_cmt_27,post_263_cmt_28,post_263_cmt_29,post_263_cmt_30,post_263_cmt_31,post_263_cmt_32,post_263_cmt_33,post_263_cmt_34,post_263_cmt_35,post_263_cmt_36,post_263_cmt_37,post_263_cmt_38,post_263_cmt_39,post_263_cmt_40,post_263_cmt_41,post_263_cmt_42,post_263_cmt_43,post_263_cmt_44,post_263_cmt_45,post_263_cmt_46,post_263_cmt_47,post_263_cmt_48,post_263_cmt_49,post_263_cmt_50",Social Slang
264,Em xinh Miu Lê phát triển chiều cao tốt thế nhỉ 🤣,"post_264_cmt_1,post_264_cmt_2,post_264_cmt_3,post_264_cmt_4,post_264_cmt_5,post_264_cmt_6,post_264_cmt_7,post_264_cmt_8,post_264_cmt_9,post_264_cmt_10",Tin tức xã hội
265,Gấp đôi sự sì trét đến anh Chét-Chi-Ca Thanh Tú 🥲,"post_265_cmt_1,post_265_cmt_2,post_265_cmt_3,post_265_cmt_4,post_265_cmt_5",Social Slang
266,"KẾT QUẢ LIVE STAGE 1 - EM XINH SAY HI: CẦM KỲ THI HOẠ DẪN ĐẦU VỚI 114 PHIẾU BẦU  Hạng 1: Cầm Kỳ Thi Hoạ - 114 phiếu Hạng 2: RUN - 98 phiếu Hạnh 3: EASIER - 97 phiếu  3 thứ hạng còn lại là có số phiếu lần lượt là 95 phiếu, 82 phiếu & 81 phiếu chưa được công bố. Các số phiếu này sẽ nằm trong 3 tiết mục sau  - Đồng Dao Xinh Gái - Em Xinh Em Bling - Từng  Qua Live Stage 1, 30 Em Xinh đã phát huy những thế mạnh riêng, thể hiện những tiếc mục đa sắc màu, được làm lại từ những ca khúc demo ban đầu. 6 tác phẩm với 6 thể loại khác nhau, từ Funk - Disco, Hip-hop, Pop điện tử, Ballad đến dân gian đương đại, dân ca Bắc Bộ… đã tạo nên một chuyến tàu đưa người xem qua nhiều cung bậc cảm xúc.","post_266_cmt_1,post_266_cmt_2,post_266_cmt_3,post_266_cmt_4,post_266_cmt_5,post_266_cmt_6,post_266_cmt_7,post_266_cmt_8,post_266_cmt_9,post_266_cmt_10,post_266_cmt_11,post_266_cmt_12,post_266_cmt_13,post_266_cmt_14,post_266_cmt_15,post_266_cmt_16,post_266_cmt_17,post_266_cmt_18,post_266_cmt_19,post_266_cmt_20,post_266_cmt_21,post_266_cmt_22,post_266_cmt_23,post_266_cmt_24,post_266_cmt_25,post_266_cmt_26,post_266_cmt_27,post_266_cmt_28,post_266_cmt_29,post_266_cmt_30,post_266_cmt_31,post_266_cmt_32,post_266_cmt_33",Âm nhạc
267,"😂 Tới rồi, dàn ""em xinh"" sắp gia nhập livestage 2: Lucia Đào, Lý Lệ Hằng, Lý Lệ Hồng, Diễm My, Tracy Lê, Bành Nhung, Lệ Quân","post_267_cmt_1,post_267_cmt_2,post_267_cmt_3,post_267_cmt_4,post_267_cmt_5,post_267_cmt_6,post_267_cmt_7,post_267_cmt_8,post_267_cmt_9,post_267_cmt_10,post_267_cmt_11,post_267_cmt_12,post_267_cmt_13,post_267_cmt_14,post_267_cmt_15,post_267_cmt_16,post_267_cmt_17,post_267_cmt_18,post_267_cmt_19,post_267_cmt_20,post_267_cmt_21,post_267_cmt_22,post_267_cmt_23,post_267_cmt_24,post_267_cmt_25,post_267_cmt_26,post_267_cmt_27,post_267_cmt_28,post_267_cmt_29,post_267_cmt_30,post_267_cmt_31,post_267_cmt_32,post_267_cmt_33,post_267_cmt_34,post_267_cmt_35,post_267_cmt_36,post_267_cmt_37,post_267_cmt_38,post_267_cmt_39,post_267_cmt_40",Chương trình giải trí
268,TIẾT MỤC 'CẦM KỲ THI HOẠ' CỦA ĐỘI TRƯỞNG BÍCH PHƯƠNG NHẬN SỐ ĐIỂM CAO NHẤT 🔥  Hạng 2: RUN - Đội trưởng Châu Bùi Hạng 3: Easier - Đội trưởng Mai Quinn,"post_268_cmt_1,post_268_cmt_2,post_268_cmt_3,post_268_cmt_4,post_268_cmt_5,post_268_cmt_6,post_268_cmt_7,post_268_cmt_8,post_268_cmt_9,post_268_cmt_10,post_268_cmt_11,post_268_cmt_12,post_268_cmt_13,post_268_cmt_14,post_268_cmt_15,post_268_cmt_16,post_268_cmt_17,post_268_cmt_18,post_268_cmt_19,post_268_cmt_20,post_268_cmt_21,post_268_cmt_22,post_268_cmt_23,post_268_cmt_24,post_268_cmt_25,post_268_cmt_26,post_268_cmt_27,post_268_cmt_28,post_268_cmt_29,post_268_cmt_30,post_268_cmt_31,post_268_cmt_32,post_268_cmt_33,post_268_cmt_34,post_268_cmt_35,post_268_cmt_36,post_268_cmt_37,post_268_cmt_38,post_268_cmt_39,post_268_cmt_40,post_268_cmt_41,post_268_cmt_42,post_268_cmt_43,post_268_cmt_44,post_268_cmt_45,post_268_cmt_46,post_268_cmt_47",Tin tức xã hội
269,Khi Châu Bùi nói tiếng Anh giao tiếp với Jessica Thanh Tú nói tiếng Việt 😂,"post_269_cmt_1,post_269_cmt_2,post_269_cmt_3,post_269_cmt_4,post_269_cmt_5,post_269_cmt_6,post_269_cmt_7,post_269_cmt_8,post_269_cmt_9,post_269_cmt_10,post_269_cmt_11,post_269_cmt_12,post_269_cmt_13,post_269_cmt_14,post_269_cmt_15,post_269_cmt_16,post_269_cmt_17",Tin tức xã hội
270,"""RUN, YOU BETTER BETTER RUN"" 🔥  Tiết mục khuấy động sân khấu của đội Mặt Trăng Ôm Mặt Trời - Châu Bùi, 52Hz, Lyhan, Ánh Sáng Aza, Yeolan, ca khúc ""RUN"". Đặc biệt, không chỉ phần rap của Lyhan, 52Hz, Châu Bùi cũng lần đầu tiên thể hiện khả năng rap, trình diễn chèn tiếng Thái.","post_270_cmt_1,post_270_cmt_2,post_270_cmt_3,post_270_cmt_4,post_270_cmt_5,post_270_cmt_6,post_270_cmt_7,post_270_cmt_8,post_270_cmt_9,post_270_cmt_10,post_270_cmt_11,post_270_cmt_12,post_270_cmt_13,post_270_cmt_14,post_270_cmt_15,post_270_cmt_16,post_270_cmt_17,post_270_cmt_18,post_270_cmt_19,post_270_cmt_20,post_270_cmt_21,post_270_cmt_22,post_270_cmt_23,post_270_cmt_24,post_270_cmt_25,post_270_cmt_26,post_270_cmt_27,post_270_cmt_28,post_270_cmt_29,post_270_cmt_30,post_270_cmt_31,post_270_cmt_32,post_270_cmt_33,post_270_cmt_34,post_270_cmt_35,post_270_cmt_36,post_270_cmt_37,post_270_cmt_38,post_270_cmt_39,post_270_cmt_40,post_270_cmt_41,post_270_cmt_42,post_270_cmt_43,post_270_cmt_44,post_270_cmt_45,post_270_cmt_46,post_270_cmt_47,post_270_cmt_48,post_270_cmt_49,post_270_cmt_50",Tin tức xã hội
271,Các “em bé xinh” đã xuất hiện tại Em Xinh Say Hi 🥰,"post_271_cmt_1,post_271_cmt_2,post_271_cmt_3,post_271_cmt_4,post_271_cmt_5,post_271_cmt_6,post_271_cmt_7,post_271_cmt_8,post_271_cmt_9,post_271_cmt_10,post_271_cmt_11,post_271_cmt_12,post_271_cmt_13,post_271_cmt_14,post_271_cmt_15,post_271_cmt_16,post_271_cmt_17,post_271_cmt_18,post_271_cmt_19,post_271_cmt_20,post_271_cmt_21",Tin tức xã hội
272,"Đồng chí Nguyễn Trường Sinh (Song Luân) khoe ảnh các đồng chí tự cắt tóc, riêng đồng chí Lê Dương Bảo Lâm cắt cuối thì tông đơ hết pin 😂  Ảnh: Song Luân","post_272_cmt_1,post_272_cmt_2,post_272_cmt_3,post_272_cmt_4,post_272_cmt_5,post_272_cmt_6,post_272_cmt_7,post_272_cmt_8,post_272_cmt_9,post_272_cmt_10,post_272_cmt_11,post_272_cmt_12,post_272_cmt_13,post_272_cmt_14,post_272_cmt_15,post_272_cmt_16,post_272_cmt_17,post_272_cmt_18,post_272_cmt_19,post_272_cmt_20,post_272_cmt_21,post_272_cmt_22,post_272_cmt_23,post_272_cmt_24,post_272_cmt_25,post_272_cmt_26,post_272_cmt_27,post_272_cmt_28,post_272_cmt_29,post_272_cmt_30,post_272_cmt_31,post_272_cmt_32,post_272_cmt_33,post_272_cmt_34,post_272_cmt_35,post_272_cmt_36,post_272_cmt_37,post_272_cmt_38,post_272_cmt_39,post_272_cmt_40,post_272_cmt_41,post_272_cmt_42,post_272_cmt_43,post_272_cmt_44,post_272_cmt_45,post_272_cmt_46,post_272_cmt_47,post_272_cmt_48,post_272_cmt_49,post_272_cmt_50",Tin tức xã hội
273,"Các fan của anh tài Kay Trần, em xin Pháo đâu cả rồiiii 🤟  Món quà đặc biệt từ Tiger Crystal Rave chính là buổi fansign đặc biệt:  👉 Giao lưu, nhận quà cùng thần tượng 👉 Nhận thêm những phần quà đặc biệt  từ Tiger 👉 Đến sớm bật tung sảng khoái cùng Tiger Crystal Rave   📍 Công viên Biển Đông Đà Nẵng 📅 Lịch trình ngày 08/06  - 11:00 - 11:30: Fansign & nhận quà đặc biệt từ Pháo & Kay Trần - Checkin 16:00: Tận hưởng sân khấu với nghệ sĩ trình diễn cực sảng khoái  🆓 Sự kiện vào cổng miễn phí.  #TigerBeer #TigerCrystalRave #BatTungSangKhoai","post_273_cmt_1,post_273_cmt_2,post_273_cmt_3,post_273_cmt_4,post_273_cmt_5,post_273_cmt_6,post_273_cmt_7,post_273_cmt_8,post_273_cmt_9,post_273_cmt_10,post_273_cmt_11,post_273_cmt_12,post_273_cmt_13,post_273_cmt_14,post_273_cmt_15,post_273_cmt_16,post_273_cmt_17,post_273_cmt_18,post_273_cmt_19,post_273_cmt_20,post_273_cmt_21,post_273_cmt_22,post_273_cmt_23,post_273_cmt_24,post_273_cmt_25,post_273_cmt_26,post_273_cmt_27,post_273_cmt_28,post_273_cmt_29,post_273_cmt_30,post_273_cmt_31,post_273_cmt_32,post_273_cmt_33,post_273_cmt_34,post_273_cmt_35,post_273_cmt_36,post_273_cmt_37,post_273_cmt_38,post_273_cmt_39,post_273_cmt_40,post_273_cmt_41,post_273_cmt_42,post_273_cmt_43,post_273_cmt_44,post_273_cmt_45,post_273_cmt_46,post_273_cmt_47,post_273_cmt_48,post_273_cmt_49,post_273_cmt_50",Tin tức xã hội
274,Ủa chị Hương 🫣,"post_274_cmt_1,post_274_cmt_2,post_274_cmt_3,post_274_cmt_4,post_274_cmt_5,post_274_cmt_6,post_274_cmt_7,post_274_cmt_8,post_274_cmt_9,post_274_cmt_10,post_274_cmt_11,post_274_cmt_12,post_274_cmt_13,post_274_cmt_14,post_274_cmt_15,post_274_cmt_16,post_274_cmt_17",Tin tức xã hội
275,Gương mặt đầu tiên trong dàn cast 'Running Man mùa 3' được hé lộ: Trấn Thành 🔥,"post_275_cmt_1,post_275_cmt_2,post_275_cmt_3,post_275_cmt_4,post_275_cmt_5,post_275_cmt_6,post_275_cmt_7,post_275_cmt_8,post_275_cmt_9,post_275_cmt_10,post_275_cmt_11,post_275_cmt_12,post_275_cmt_13,post_275_cmt_14,post_275_cmt_15,post_275_cmt_16",Tin tức xã hội
276,"Lần này anh Tuấn không họ Hứa nữa rồi 😤  JustaTee cuối cùng cũng chịu tung Poster chính thức cho MV và ca khúc “Bông Hoa Nhài” sau khi hết nằm - ngồi - đứng rồi lại định bay mất… Đồng thời, trong poster cũng xác nhận ca khúc là mảnh ghép đầu tiên của Album mới (“from JTXX the Album”).   Một nửa lời hứa “album và concert riêng” của JustaTee đã thành hình. MV và ca khúc “Bông Hoa Nhài” mở đường cho Album mới sẽ đúng hẹn ra mắt lúc 20:00 ngày 10/6.   Mong anh đừng mãi con-tent mà hãy con-cert đi ạ.","post_276_cmt_1,post_276_cmt_2,post_276_cmt_3,post_276_cmt_4,post_276_cmt_5,post_276_cmt_6,post_276_cmt_7,post_276_cmt_8",Tin tức xã hội
277,"ĐÃ ""BÁC SĨ"" CÒN THÊM VẾ ""DỊCH CABIN"", MÀ LẠI CÒN LÀ ""DỊCH CABIN Y KHOA"" 🥹  Đối với các mẹ bầu, bác sĩ Phạm Minh Giang của Viện Phụ sản Trung ương đã không còn xa lạ. Chị luôn được biết đến với cách khám chữa tận tình, nhẹ nhàng, cùng kiến thức sâu rộng. Thế nhưng, mới đây, chị đã khiến cả cộng đồng mạng càng thêm bất ngờ và ngưỡng mộ với ""nghề tay trái"" thi thoảng ""đổi gió"" cho đỡ buồn đó là... dịch cabin.  Đúng vậy, dịch cabin - một trong những công việc dịch thuật vô cùng khó bởi nó đòi hỏi trình độ ngoại ngữ, phản xạ tự nhiên kịp thời để có thể nghe qua tai nghe và dịch ngay lập tức (gần như đồng thời) sang ngôn ngữ khác. Nhưng vấn đề đáng chú ý ở đây là chị dịch cabin ""Y Khoa"" - x2 level khó với vô vàn những thuật ngữ chuyên ngành.  Video khoe ""nghề tay trái"" cảu chị trên TikTok đã nhanh chóng nhận được sự quan tâm từ cộng đồng mạnh, nhiều mẹ bỉm và người dùng bày tỏ sự ngưỡng mộ, ""xin vía"" bác sĩ.","post_277_cmt_1,post_277_cmt_2,post_277_cmt_3,post_277_cmt_4,post_277_cmt_5,post_277_cmt_6,post_277_cmt_7,post_277_cmt_8,post_277_cmt_9,post_277_cmt_10,post_277_cmt_11,post_277_cmt_12,post_277_cmt_13,post_277_cmt_14,post_277_cmt_15,post_277_cmt_16,post_277_cmt_17,post_277_cmt_18,post_277_cmt_19,post_277_cmt_20,post_277_cmt_21,post_277_cmt_22,post_277_cmt_23,post_277_cmt_24,post_277_cmt_25,post_277_cmt_26,post_277_cmt_27,post_277_cmt_28,post_277_cmt_29,post_277_cmt_30",Tin tức xã hội
278,"28 NĂM SAU: HẬU TẬN THẾ CHÍNH THỨC VƯƠN LÊN HÀNG TOP VÉ ĐẶT TRƯỚC 🔥  Chỉ trong ngày đầu mở bán vé, phần ba của loạt phim “28 Ngày Sau” đã nhanh chóng vượt mặt 2 bom tấn Final Destination và Sinners trong ngày đầu mở bán vé.   Phim kinh dị sinh tồn '28 năm sau: Hậu tận thế' sẽ ra mắt trong tháng 6, cả nhà đón chờ nhé.  ☣️ 28 NĂM SAU: HẬU TẬN THẾ 🎟️ Dự Kiến Tại Rạp: 20.06.2025 #28YearsLater #28NamSauHauTanThe","post_278_cmt_1,post_278_cmt_2,post_278_cmt_3,post_278_cmt_4,post_278_cmt_5,post_278_cmt_6",Tin tức xã hội
279,Là sao nữa vị chị Miu? Cái chữ kia là chữ gì nữa chị Miu ☺️,"post_279_cmt_1,post_279_cmt_2,post_279_cmt_3,post_279_cmt_4,post_279_cmt_5,post_279_cmt_6,post_279_cmt_7,post_279_cmt_8",Social Slang
280,"Với tiết mục ""Buôn Trăng"" và ""Rock Hạt Gạo"" đầy ấn tượng, mang tinh thần lan toả hình ảnh, văn hoá Việt Nam đến bạn bè năm châu. Phương Mỹ Chi đã xuất sắc giành chiến thắng tại Sing! Asia 2025. Đồng thời nhận được nhiều lời khen ngợi từ ban giám khảo và bạn bè Quốc tế. 🔥","post_280_cmt_1,post_280_cmt_2,post_280_cmt_3,post_280_cmt_4,post_280_cmt_5",Âm nhạc
281,"Ngân Hoà chia sẻ hình ảnh hiện tại của mình, gửi đến khán giả những lời biết ơn sâu sắc trước sự giúp đỡ của mọi người trong những ngày qua. Hoà đặc biệt nhấn mạnh về tình cảm mà khán giả dành cho mình, cho biết những nghĩa cử của mọi người đã giúp mình rất nhiều và xin phép ngưng nhận đóng góp:  ""Hoà thật sự bất ngờ về những đóng góp quý vị đã gửi về, và em nghĩ em nhận như vậy là đã quá nhiều rồi! Hoà xin ngưng nhận đóng góp và những phần chi phí điều trị em sẽ cố gâng tự xoay sở ạ! Quý vị giúp em nhiều như vậy là em đã biết ơn lắm rồi, xin không dám nhận thêm ạ!""  Ngân Hoà cho biết sẽ cố gắng hết sức chiến đấu với căn bệnh, để sớm gặp lại các khán giả của mình trên sân khấu.  ""Hoà rất nhớ trường quay! Và rất nhớ mọi người!!! Xin cảm ơn 1 lần nữa vì tất cả! Cảm ơn mọi người đã thương em!""","post_281_cmt_1,post_281_cmt_2,post_281_cmt_3,post_281_cmt_5,post_281_cmt_6,post_281_cmt_7,post_281_cmt_8,post_281_cmt_9,post_281_cmt_10,post_281_cmt_11,post_281_cmt_12,post_281_cmt_13,post_281_cmt_14,post_281_cmt_15,post_281_cmt_16,post_281_cmt_17,post_281_cmt_18,post_281_cmt_19,post_281_cmt_20,post_281_cmt_21,post_281_cmt_22,post_281_cmt_23,post_281_cmt_24,post_281_cmt_25,post_281_cmt_26,post_281_cmt_27,post_281_cmt_28,post_281_cmt_29,post_281_cmt_30,post_281_cmt_31,post_281_cmt_32,post_281_cmt_33,post_281_cmt_34,post_281_cmt_35,post_281_cmt_36,post_281_cmt_37,post_281_cmt_38,post_281_cmt_39,post_281_cmt_40,post_281_cmt_41,post_281_cmt_42,post_281_cmt_43,post_281_cmt_44,post_281_cmt_45,post_281_cmt_46,post_281_cmt_47,post_281_cmt_48,post_281_cmt_49,post_281_cmt_50",Tin tức xã hội
282,"Hai boy phố Quân A.P và Hải Đăng Doo ra mắt MV ""Thiên Mệnh"", spotlight đổ dồn vào nghi vấn Lê Khanh là nữ chính.","post_282_cmt_1,post_282_cmt_2,post_282_cmt_3,post_282_cmt_4,post_282_cmt_5,post_282_cmt_6,post_282_cmt_7,post_282_cmt_8,post_282_cmt_9,post_282_cmt_10,post_282_cmt_11,post_282_cmt_12,post_282_cmt_13,post_282_cmt_14,post_282_cmt_15,post_282_cmt_16,post_282_cmt_17",Âm nhạc
283,"Diễn viên Ngân Hòa đã bày tỏ lòng biết ơn sâu sắc vào trưa ngày 7/6, thông báo rằng cô đã nhận đủ chi phí điều trị bệnh suy thận. Để đảm bảo minh bạch, cô đã tạm khóa thẻ nhận hỗ trợ và cam kết sẽ sao kê rõ ràng từng khoản tiền.  Trước đó một ngày, vào 6/6, thông tin Ngân Hòa mắc bệnh suy thận giai đoạn cuối ở tuổi 29 đã khiến nhiều nghệ sĩ và khán giả không khỏi bàng hoàng. Hoàn cảnh gia đình khó khăn của cô cũng nhanh chóng được lan tỏa, nhận về sự giúp đỡ và chia sẻ lớn từ cộng đồng.","post_283_cmt_1,post_283_cmt_2,post_283_cmt_3,post_283_cmt_4,post_283_cmt_5,post_283_cmt_6,post_283_cmt_7,post_283_cmt_8,post_283_cmt_9,post_283_cmt_10,post_283_cmt_11,post_283_cmt_12,post_283_cmt_13,post_283_cmt_14,post_283_cmt_15,post_283_cmt_16,post_283_cmt_17,post_283_cmt_18,post_283_cmt_19,post_283_cmt_20,post_283_cmt_21,post_283_cmt_22,post_283_cmt_23,post_283_cmt_24,post_283_cmt_25,post_283_cmt_26,post_283_cmt_27,post_283_cmt_28,post_283_cmt_29,post_283_cmt_30,post_283_cmt_31,post_283_cmt_32,post_283_cmt_33,post_283_cmt_34",Tin tức xã hội
